d3d11 render+decode devices on adapter 1: NVIDIA GeForce RTX 3070 Laptop GPU
play X:\Videos\2025\11_November\Rendered\post_constantly.mp4: 1080x1920 fps=30000/1001 frames=4500
audio: Speakers (Realtek(R) Audio) @ 48000 Hz stereo (WASAPI via PortAudio)
sync: playback auto-started at frame 0 (audio=on)
stat: drawn=26 want=26 fps=39.7 playing=1 seeks=1 aborts=0 dec=41 bf=0 lock=0.0 draw=0.0 pres=0.2
stat: drawn=56 want=56 fps=32.0 playing=1 seeks=1 aborts=0 dec=72 bf=0 lock=0.0 draw=0.0 pres=41.4
stat: drawn=86 want=86 fps=22.2 playing=1 seeks=1 aborts=0 dec=102 bf=0 lock=0.0 draw=0.0 pres=42.5
stat: drawn=118 want=118 fps=22.1 playing=1 seeks=1 aborts=0 dec=134 bf=0 lock=0.0 draw=0.0 pres=43.7
stat: drawn=149 want=149 fps=22.4 playing=1 seeks=1 aborts=0 dec=165 bf=0 lock=0.0 draw=0.0 pres=43.2
stat: drawn=180 want=180 fps=22.3 playing=1 seeks=1 aborts=0 dec=196 bf=0 lock=0.0 draw=0.0 pres=44.0
stat: drawn=210 want=210 fps=21.8 playing=1 seeks=1 aborts=0 dec=226 bf=0 lock=0.0 draw=0.0 pres=48.2
stat: drawn=241 want=241 fps=22.1 playing=1 seeks=1 aborts=0 dec=257 bf=0 lock=0.0 draw=0.0 pres=48.1
stat: drawn=271 want=271 fps=22.0 playing=1 seeks=1 aborts=0 dec=287 bf=0 lock=0.0 draw=0.0 pres=44.4
stat: drawn=302 want=302 fps=20.8 playing=1 seeks=1 aborts=0 dec=318 bf=0 lock=0.0 draw=0.0 pres=67.2
stat: drawn=334 want=334 fps=22.1 playing=1 seeks=1 aborts=0 dec=350 bf=0 lock=0.0 draw=0.0 pres=41.6
stat: drawn=364 want=364 fps=22.8 playing=1 seeks=1 aborts=0 dec=380 bf=0 lock=0.0 draw=0.0 pres=46.6
stat: drawn=395 want=395 fps=22.5 playing=1 seeks=1 aborts=0 dec=411 bf=0 lock=0.0 draw=0.0 pres=42.5
stat: drawn=425 want=425 fps=21.8 playing=1 seeks=1 aborts=0 dec=441 bf=0 lock=0.0 draw=0.0 pres=48.6
stat: drawn=456 want=456 fps=22.0 playing=1 seeks=1 aborts=0 dec=472 bf=0 lock=0.0 draw=0.0 pres=47.5
stat: drawn=487 want=487 fps=22.8 playing=1 seeks=1 aborts=0 dec=503 bf=0 lock=0.0 draw=0.0 pres=46.7
stat: drawn=516 want=516 fps=21.9 playing=1 seeks=1 aborts=0 dec=532 bf=0 lock=0.0 draw=0.0 pres=43.5
stat: drawn=547 want=547 fps=22.0 playing=1 seeks=1 aborts=0 dec=563 bf=0 lock=0.0 draw=0.0 pres=48.3
stat: drawn=577 want=577 fps=21.7 playing=1 seeks=1 aborts=0 dec=593 bf=0 lock=0.0 draw=0.0 pres=47.3
stat: drawn=608 want=608 fps=21.2 playing=1 seeks=1 aborts=0 dec=624 bf=0 lock=0.0 draw=0.0 pres=45.1
stat: drawn=639 want=639 fps=21.4 playing=1 seeks=1 aborts=0 dec=655 bf=0 lock=0.0 draw=0.0 pres=48.9
stat: drawn=669 want=669 fps=21.9 playing=1 seeks=1 aborts=0 dec=685 bf=0 lock=0.0 draw=0.0 pres=46.1
stat: drawn=700 want=700 fps=22.2 playing=1 seeks=1 aborts=0 dec=716 bf=0 lock=0.0 draw=0.0 pres=45.1
stat: drawn=731 want=731 fps=22.3 playing=1 seeks=1 aborts=0 dec=747 bf=0 lock=0.0 draw=0.0 pres=44.6
stat: drawn=762 want=762 fps=21.2 playing=1 seeks=1 aborts=0 dec=778 bf=0 lock=0.0 draw=0.0 pres=46.3
stat: drawn=793 want=793 fps=21.7 playing=1 seeks=1 aborts=0 dec=809 bf=0 lock=0.0 draw=0.0 pres=48.9
stat: drawn=823 want=823 fps=21.6 playing=1 seeks=1 aborts=0 dec=839 bf=0 lock=0.0 draw=0.0 pres=47.3
stat: drawn=854 want=854 fps=21.3 playing=1 seeks=1 aborts=0 dec=870 bf=0 lock=0.0 draw=0.0 pres=43.5
stat: drawn=885 want=885 fps=21.4 playing=1 seeks=1 aborts=0 dec=901 bf=0 lock=0.0 draw=0.0 pres=42.9
stat: drawn=915 want=915 fps=21.9 playing=1 seeks=1 aborts=0 dec=931 bf=0 lock=0.0 draw=0.0 pres=48.9
stat: drawn=947 want=947 fps=22.0 playing=1 seeks=1 aborts=0 dec=963 bf=0 lock=0.0 draw=0.0 pres=46.7
stat: drawn=978 want=978 fps=22.0 playing=1 seeks=1 aborts=0 dec=994 bf=0 lock=0.0 draw=0.0 pres=47.7
stat: drawn=1008 want=1008 fps=21.6 playing=1 seeks=1 aborts=0 dec=1024 bf=0 lock=0.0 draw=0.0 pres=44.3
stat: drawn=1040 want=1040 fps=21.2 playing=1 seeks=1 aborts=0 dec=1056 bf=0 lock=0.0 draw=0.0 pres=44.5
stat: drawn=1070 want=1070 fps=21.3 playing=1 seeks=1 aborts=0 dec=1086 bf=0 lock=0.0 draw=0.0 pres=46.0
stat: drawn=1101 want=1101 fps=22.2 playing=1 seeks=1 aborts=0 dec=1117 bf=0 lock=0.0 draw=0.0 pres=43.2
stat: drawn=1132 want=1132 fps=21.7 playing=1 seeks=1 aborts=0 dec=1148 bf=0 lock=0.0 draw=0.0 pres=46.7
stat: drawn=1163 want=1163 fps=21.0 playing=1 seeks=1 aborts=0 dec=1179 bf=0 lock=0.0 draw=0.0 pres=49.0
stat: drawn=1194 want=1194 fps=22.4 playing=1 seeks=1 aborts=0 dec=1210 bf=0 lock=0.0 draw=0.0 pres=43.0
stat: drawn=1225 want=1225 fps=22.0 playing=1 seeks=1 aborts=0 dec=1241 bf=0 lock=0.0 draw=0.0 pres=45.7
stat: drawn=1256 want=1256 fps=21.4 playing=1 seeks=1 aborts=0 dec=1272 bf=0 lock=0.0 draw=0.0 pres=48.4
stat: drawn=1287 want=1287 fps=21.2 playing=1 seeks=1 aborts=0 dec=1303 bf=0 lock=0.0 draw=0.0 pres=47.9
stat: drawn=1317 want=1317 fps=21.9 playing=1 seeks=1 aborts=0 dec=1333 bf=0 lock=0.0 draw=0.0 pres=43.3
stat: drawn=1347 want=1347 fps=21.9 playing=1 seeks=1 aborts=0 dec=1363 bf=0 lock=0.0 draw=0.0 pres=45.0
stat: drawn=1378 want=1378 fps=21.6 playing=1 seeks=1 aborts=0 dec=1394 bf=0 lock=0.0 draw=0.0 pres=45.9
stat: drawn=1408 want=1408 fps=20.7 playing=1 seeks=1 aborts=0 dec=1424 bf=0 lock=0.0 draw=0.0 pres=56.9
