d3d11 render+decode devices on adapter 1: NVIDIA GeForce RTX 3070 Laptop GPU
play X:\Videos\2025\11_November\Rendered\post_constantly.mp4: 1080x1920 fps=30000/1001 frames=4500
audio: Speakers (Realtek(R) Audio) @ 48000 Hz stereo (WASAPI via PortAudio)
sync: playback auto-started at frame 0 (audio=on)
stat: drawn=27 want=27 fps=40.0 playing=1 seeks=1 aborts=0 dec=42 bf=0 lock=0.0 draw=0.0 pres=0.2
stat: drawn=57 want=57 fps=31.7 playing=1 seeks=1 aborts=0 dec=73 bf=0 lock=0.0 draw=0.0 pres=46.8
stat: drawn=88 want=88 fps=22.1 playing=1 seeks=1 aborts=0 dec=104 bf=0 lock=0.0 draw=0.0 pres=43.4
stat: drawn=118 want=118 fps=21.7 playing=1 seeks=1 aborts=0 dec=134 bf=0 lock=0.0 draw=0.0 pres=46.9
stat: drawn=149 want=149 fps=21.7 playing=1 seeks=1 aborts=0 dec=165 bf=0 lock=0.0 draw=0.0 pres=47.0
stat: drawn=179 want=179 fps=21.7 playing=1 seeks=1 aborts=0 dec=195 bf=0 lock=0.0 draw=0.0 pres=47.5
stat: drawn=210 want=210 fps=21.7 playing=1 seeks=1 aborts=0 dec=226 bf=0 lock=0.0 draw=0.0 pres=43.9
stat: drawn=241 want=241 fps=22.4 playing=1 seeks=1 aborts=0 dec=257 bf=0 lock=0.0 draw=0.0 pres=46.3
stat: drawn=271 want=271 fps=21.8 playing=1 seeks=1 aborts=0 dec=287 bf=0 lock=0.0 draw=0.0 pres=47.0
stat: drawn=301 want=301 fps=22.6 playing=1 seeks=1 aborts=0 dec=317 bf=0 lock=0.0 draw=0.0 pres=46.8
stat: drawn=332 want=332 fps=22.7 playing=1 seeks=1 aborts=0 dec=348 bf=0 lock=0.0 draw=0.0 pres=40.8
stat: drawn=362 want=362 fps=21.6 playing=1 seeks=1 aborts=0 dec=378 bf=0 lock=0.0 draw=0.0 pres=47.1
stat: drawn=393 want=393 fps=21.1 playing=1 seeks=1 aborts=0 dec=409 bf=0 lock=0.0 draw=0.0 pres=43.0
stat: drawn=423 want=423 fps=22.0 playing=1 seeks=1 aborts=0 dec=439 bf=0 lock=0.0 draw=0.0 pres=45.7
stat: drawn=454 want=454 fps=21.9 playing=1 seeks=1 aborts=0 dec=470 bf=0 lock=0.0 draw=0.0 pres=41.2
stat: drawn=484 want=484 fps=21.5 playing=1 seeks=1 aborts=0 dec=500 bf=0 lock=0.0 draw=0.0 pres=48.1
stat: drawn=515 want=515 fps=21.3 playing=1 seeks=1 aborts=0 dec=531 bf=0 lock=0.0 draw=0.0 pres=47.3
stat: drawn=545 want=545 fps=21.8 playing=1 seeks=1 aborts=0 dec=561 bf=0 lock=0.0 draw=0.0 pres=43.0
stat: drawn=576 want=576 fps=21.7 playing=1 seeks=1 aborts=0 dec=592 bf=0 lock=0.0 draw=0.0 pres=61.5
stat: drawn=608 want=608 fps=21.4 playing=1 seeks=1 aborts=0 dec=624 bf=0 lock=0.0 draw=0.0 pres=49.6
stat: drawn=639 want=639 fps=21.4 playing=1 seeks=1 aborts=0 dec=655 bf=0 lock=0.0 draw=0.0 pres=44.8
stat: drawn=670 want=670 fps=21.3 playing=1 seeks=1 aborts=0 dec=686 bf=0 lock=0.0 draw=0.0 pres=44.5
stat: drawn=700 want=700 fps=20.9 playing=1 seeks=1 aborts=0 dec=716 bf=0 lock=0.0 draw=0.0 pres=49.0
stat: drawn=730 want=730 fps=21.6 playing=1 seeks=1 aborts=0 dec=746 bf=0 lock=0.0 draw=0.0 pres=47.4
stat: drawn=761 want=761 fps=21.1 playing=1 seeks=1 aborts=0 dec=777 bf=0 lock=0.0 draw=0.0 pres=48.8
stat: drawn=793 want=793 fps=21.3 playing=1 seeks=1 aborts=0 dec=809 bf=0 lock=0.0 draw=0.0 pres=49.2
stat: drawn=824 want=824 fps=21.1 playing=1 seeks=1 aborts=0 dec=840 bf=0 lock=0.0 draw=0.0 pres=47.7
stat: drawn=855 want=855 fps=21.2 playing=1 seeks=1 aborts=0 dec=871 bf=0 lock=0.0 draw=0.0 pres=48.4
stat: drawn=885 want=885 fps=21.8 playing=1 seeks=1 aborts=0 dec=901 bf=0 lock=0.0 draw=0.0 pres=50.0
stat: drawn=916 want=916 fps=21.1 playing=1 seeks=1 aborts=0 dec=932 bf=0 lock=0.0 draw=0.0 pres=47.5
stat: drawn=947 want=947 fps=21.5 playing=1 seeks=1 aborts=0 dec=963 bf=0 lock=0.0 draw=0.0 pres=49.7
stat: drawn=978 want=978 fps=21.1 playing=1 seeks=1 aborts=0 dec=994 bf=0 lock=0.0 draw=0.0 pres=48.4
stat: drawn=1009 want=1009 fps=21.6 playing=1 seeks=1 aborts=0 dec=1025 bf=0 lock=0.0 draw=0.0 pres=47.1
stat: drawn=1039 want=1039 fps=21.7 playing=1 seeks=1 aborts=0 dec=1055 bf=0 lock=0.0 draw=0.0 pres=48.1
stat: drawn=1070 want=1070 fps=21.0 playing=1 seeks=1 aborts=0 dec=1086 bf=0 lock=0.0 draw=0.0 pres=58.4
stat: drawn=1101 want=1101 fps=21.3 playing=1 seeks=1 aborts=0 dec=1117 bf=0 lock=0.0 draw=0.0 pres=46.5
stat: drawn=1133 want=1133 fps=21.2 playing=1 seeks=1 aborts=0 dec=1149 bf=0 lock=0.0 draw=0.0 pres=48.4
stat: drawn=1163 want=1163 fps=21.8 playing=1 seeks=1 aborts=0 dec=1179 bf=0 lock=0.0 draw=0.0 pres=45.7
stat: drawn=1194 want=1194 fps=21.3 playing=1 seeks=1 aborts=0 dec=1210 bf=0 lock=0.0 draw=0.0 pres=46.8
stat: drawn=1224 want=1224 fps=21.7 playing=1 seeks=1 aborts=0 dec=1240 bf=0 lock=0.0 draw=0.0 pres=42.5
stat: drawn=1255 want=1255 fps=21.3 playing=1 seeks=1 aborts=0 dec=1271 bf=0 lock=0.0 draw=0.0 pres=46.5
stat: drawn=1287 want=1287 fps=21.0 playing=1 seeks=1 aborts=0 dec=1303 bf=0 lock=0.0 draw=0.0 pres=49.6
stat: drawn=1318 want=1318 fps=21.2 playing=1 seeks=1 aborts=0 dec=1334 bf=0 lock=0.0 draw=0.0 pres=42.8
stat: drawn=1347 want=1347 fps=22.0 playing=1 seeks=1 aborts=0 dec=1363 bf=0 lock=0.0 draw=0.0 pres=47.8
stat: drawn=1379 want=1379 fps=22.1 playing=1 seeks=1 aborts=0 dec=1395 bf=0 lock=0.0 draw=0.0 pres=44.4
stat: drawn=1410 want=1410 fps=21.5 playing=1 seeks=1 aborts=0 dec=1426 bf=0 lock=0.0 draw=0.0 pres=46.5
